qid,source_id,target_id,same_person,first,last,birth
Q6201341,YB0QHyfj0hAAAAAAAACcUg,5TJc-sPXaKAAAAAAAAAoGg,True,Teofron,Säve,1842-07-24
Q6201341,YB0QHyfj0hAAAAAAAACcTA,5TJc-sPXaKAAAAAAAAAoGg,True,Teofron,Säve,1842-07-24
Q5591245,sj9PGLAlnmUAAAAAABgOyA,sj9PGLAlnmUAAAAAABUlyQ,True,Christian,Bülow,1833-10-28
Q19977062,wbbNj8LLWMAAAAAAAAArxQ,wbbNj8LLWMAAAAAAAAArxA,True,Alvar,Nelson,1919-04-14
Q4766891,sj9PGLAlnmUAAAAAAA2x3Q,sj9PGLAlnmUAAAAAABO2xQ,False,Anna,Bugge-Wicksell,1862-11-17
Q105044672,sj9PGLAlnmUAAAAAABfSFw,sj9PGLAlnmUAAAAAAA7rnQ,True,Jacob,Dahl,1821-10-19
Q38772304,I_2wtd5VefAAAAAAAABH6A,sj9PGLAlnmUAAAAAABpDew,True,Gunnar,Moberger,1918-03-27
Q5591493,sj9PGLAlnmUAAAAAAA4fGw,4e1scVvZ-EAAAAAAAAAxjg,False,Jakob,Byström,1857-05-15
Q5591493,sj9PGLAlnmUAAAAAAA4fGw,sj9PGLAlnmUAAAAAAA2-dA,True,Jakob,Byström,1857-05-15
Q5591493,sj9PGLAlnmUAAAAAAA4fGw,sj9PGLAlnmUAAAAAAA3cHw,True,Jakob,Byström,1857-05-15
Q5591493,sj9PGLAlnmUAAAAAAA4fGw,sj9PGLAlnmUAAAAAAA3cIQ,True,Jakob,Byström,1857-05-15
Q5591493,sj9PGLAlnmUAAAAAAA4fGw,sj9PGLAlnmUAAAAAAA3LcA,True,Jakob,Byström,1857-05-15
Q5591493,sj9PGLAlnmUAAAAAAA4fGw,sj9PGLAlnmUAAAAAAA4fHA,True,Jakob,Byström,1857-05-15
Q5591493,sj9PGLAlnmUAAAAAAA4fGw,sj9PGLAlnmUAAAAAAA4VwQ,True,Jakob,Byström,1857-05-15
Q5591493,sj9PGLAlnmUAAAAAAA4fGw,sj9PGLAlnmUAAAAAABGbZw,True,Jakob,Byström,1857-05-15
Q5591493,sj9PGLAlnmUAAAAAAA4fGw,sj9PGLAlnmUAAAAAABGdLg,True,Jakob,Byström,1857-05-15
Q5591493,sj9PGLAlnmUAAAAAAA4fGw,sj9PGLAlnmUAAAAAABGehA,True,Jakob,Byström,1857-05-15
Q5591493,sj9PGLAlnmUAAAAAAA4fGw,sj9PGLAlnmUAAAAAABGNdg,True,Jakob,Byström,1857-05-15
Q5591493,sj9PGLAlnmUAAAAAAA4fGw,sj9PGLAlnmUAAAAAABlcNg,True,Jakob,Byström,1857-05-15
Q5591493,sj9PGLAlnmUAAAAAAA4fGw,sj9PGLAlnmUAAAAAABlcNg,True,Jakob,Byström,1857-05-15
Q5591493,sj9PGLAlnmUAAAAAAA4fGw,sj9PGLAlnmUAAAAAABlcNw,True,Jakob,Byström,1857-05-15
Q5591493,sj9PGLAlnmUAAAAAAA4fGw,sj9PGLAlnmUAAAAAABlcOA,True,Jakob,Byström,1857-05-15
Q5591493,sj9PGLAlnmUAAAAAAA4fGw,sj9PGLAlnmUAAAAAABlNdw,True,Jakob,Byström,1857-05-15
Q5591493,sj9PGLAlnmUAAAAAAA4fGw,sj9PGLAlnmUAAAAAABNT5g,False,Jakob,Byström,1857-05-15
Q5591493,sj9PGLAlnmUAAAAAAA4fGw,sj9PGLAlnmUAAAAAABNU2Q,True,Jakob,Byström,1857-05-15
Q5591493,sj9PGLAlnmUAAAAAAA4fGw,sj9PGLAlnmUAAAAAABTeuQ,True,Jakob,Byström,1857-05-15
Q5591493,sj9PGLAlnmUAAAAAAA4fGw,sj9PGLAlnmUAAAAAABU7Eg,True,Jakob,Byström,1857-05-15
Q196860,4e1scVvZ-EAAAAAAAAAU3w,j6S8rJvx9lAAAAAAAAC1ZA,True,Zeth,Höglund,1884-04-29
Q196860,4e1scVvZ-EAAAAAAAAAU3w,j6S8rJvx9lAAAAAAAACbFw,True,Zeth,Höglund,1884-04-29
Q196860,4e1scVvZ-EAAAAAAAAAU3w,j6S8rJvx9lAAAAAAAACJ9g,False,Zeth,Höglund,1884-04-29
Q196860,4e1scVvZ-EAAAAAAAAAU3w,j6S8rJvx9lAAAAAAAACKiw,True,Zeth,Höglund,1884-04-29
Q196860,4e1scVvZ-EAAAAAAAAAU3w,j6S8rJvx9lAAAAAAAACLzQ,True,Zeth,Höglund,1884-04-29
Q196860,4e1scVvZ-EAAAAAAAAAU3w,j6S8rJvx9lAAAAAAAACQcg,True,Zeth,Höglund,1884-04-29
Q196860,4e1scVvZ-EAAAAAAAAAU3w,j6S8rJvx9lAAAAAAAACQcw,True,Zeth,Höglund,1884-04-29
Q196860,4e1scVvZ-EAAAAAAAAAU3w,j6S8rJvx9lAAAAAAAACuwA,True,Zeth,Höglund,1884-04-29
Q196860,4e1scVvZ-EAAAAAAAAAU3w,j6S8rJvx9lAAAAAAAACvNw,True,Zeth,Höglund,1884-04-29
Q196860,4e1scVvZ-EAAAAAAAAAU3w,sj9PGLAlnmUAAAAAABbIKw,True,Zeth,Höglund,1884-04-29
Q196860,4e1scVvZ-EAAAAAAAAAU3w,sj9PGLAlnmUAAAAAAByasw,True,Zeth,Höglund,1884-04-29
Q5604447,sj9PGLAlnmUAAAAAABfOHw,sj9PGLAlnmUAAAAAAA7YHA,True,Edvard,Casparsson,1827-07-21
Q5604447,sj9PGLAlnmUAAAAAABfOHw,sj9PGLAlnmUAAAAAAA7YHg,True,Edvard,Casparsson,1827-07-21
Q4346188,sj9PGLAlnmUAAAAAABfSPw,TNQaWo324IAAAAAAAACZkA,True,Daniel,Broström,1870-02-01
Q5568219,sj9PGLAlnmUAAAAAABgenQ,TNQaWo324IAAAAAAAACf8Q,True,Lave,Beck-Friis,1857-08-23
Q5568219,sj9PGLAlnmUAAAAAABgenQ,TNQaWo324IAAAAAAAADgRg,True,Lave,Beck-Friis,1857-08-23
Q5568219,sj9PGLAlnmUAAAAAABgenQ,TNQaWo324IAAAAAAAADtwA,True,Lave,Beck-Friis,1857-08-23
Q722373,xnPIH5lXePAAAAAAAAAOcA,xnPIH5lXePAAAAAAAAAOcg,True,Knut,Ångström,1857-01-12
Q5945036,rkIpfGqHXrAAAAAAAADLMg,sj9PGLAlnmUAAAAAABe2ug,True,Abraham,Leijonhufvud,1823-03-31
Q5546274,seuNpYu6DKAAAAAAAABi0w,28K7pO-SRrAAAAAAAAC02g,True,Nils,Alexanderson,1875-04-15
Q5546274,seuNpYu6DKAAAAAAAABi0w,28K7pO-SRrAAAAAAAAC0bw,True,Nils,Alexanderson,1875-04-15
Q5546274,seuNpYu6DKAAAAAAAABi0w,28K7pO-SRrAAAAAAAACnGA,False,Nils,Alexanderson,1875-04-15
Q5546274,seuNpYu6DKAAAAAAAABi0w,28K7pO-SRrAAAAAAAACr7g,False,Nils,Alexanderson,1875-04-15
Q5546274,seuNpYu6DKAAAAAAAABi0w,28K7pO-SRrAAAAAAAACTVw,True,Nils,Alexanderson,1875-04-15
Q5546274,seuNpYu6DKAAAAAAAABi0w,5TJc-sPXaKAAAAAAAAAnaw,False,Nils,Alexanderson,1875-04-15
Q5546274,seuNpYu6DKAAAAAAAABi0w,sj9PGLAlnmUAAAAAAA4gfQ,True,Nils,Alexanderson,1875-04-15
Q5546274,seuNpYu6DKAAAAAAAABi0w,sj9PGLAlnmUAAAAAAA4j2w,True,Nils,Alexanderson,1875-04-15
Q5546274,seuNpYu6DKAAAAAAAABi0w,sj9PGLAlnmUAAAAAABgzRg,False,Nils,Alexanderson,1875-04-15
Q5546274,seuNpYu6DKAAAAAAAABi0w,sj9PGLAlnmUAAAAAABKbKw,True,Nils,Alexanderson,1875-04-15
Q5546274,seuNpYu6DKAAAAAAAABi0w,sj9PGLAlnmUAAAAAABKDWg,True,Nils,Alexanderson,1875-04-15
Q5546274,seuNpYu6DKAAAAAAAABi0w,sj9PGLAlnmUAAAAAABTEtQ,False,Nils,Alexanderson,1875-04-15
Q5546274,seuNpYu6DKAAAAAAAABi0w,sj9PGLAlnmUAAAAAABTROg,True,Nils,Alexanderson,1875-04-15
Q5546274,seuNpYu6DKAAAAAAAABi0w,sj9PGLAlnmUAAAAAABTWLw,True,Nils,Alexanderson,1875-04-15
Q5546274,seuNpYu6DKAAAAAAAABi0w,sj9PGLAlnmUAAAAAACZaJQ,True,Nils,Alexanderson,1875-04-15
Q5546274,seuNpYu6DKAAAAAAAABi0w,sj9PGLAlnmUAAAAAACZbgQ,False,Nils,Alexanderson,1875-04-15
Q1253889,YB0QHyfj0hAAAAAAAABTmg,YB0QHyfj0hAAAAAAAABSDg,True,Fredrik,Ström,1880-07-10
Q1253889,YB0QHyfj0hAAAAAAAABTmg,YB0QHyfj0hAAAAAAAABTnQ,True,Fredrik,Ström,1880-07-10
Q727985,1ha4xkDj-uAAAAAAAAAjpg,1ha4xkDj-uAAAAAAAAArjA,True,August,Gripenstedt,1813-08-11
Q6078242,9Y5iReTPHdAAAAAAAABHAw,9Y5iReTPHdAAAAAAAAAZ0w,False,Carl,Roos,1858-07-22
Q6078242,9Y5iReTPHdAAAAAAAABHAw,9Y5iReTPHdAAAAAAAAAZ1A,False,Carl,Roos,1858-07-22
Q6078242,9Y5iReTPHdAAAAAAAABHAw,9Y5iReTPHdAAAAAAAAAZ1Q,False,Carl,Roos,1858-07-22
Q6078242,9Y5iReTPHdAAAAAAAABHAw,9Y5iReTPHdAAAAAAAAAZmg,True,Carl,Roos,1858-07-22
Q6078242,9Y5iReTPHdAAAAAAAABHAw,sj9PGLAlnmUAAAAAABhwJw,True,Carl,Roos,1858-07-22
Q6078242,9Y5iReTPHdAAAAAAAABHAw,sj9PGLAlnmUAAAAAABlSBg,True,Carl,Roos,1858-07-22
Q6078242,9Y5iReTPHdAAAAAAAABHAw,sj9PGLAlnmUAAAAAABlZRQ,False,Carl,Roos,1858-07-22
Q5570145,TNQaWo324IAAAAAAAACoPw,sj9PGLAlnmUAAAAAABKSCw,False,Emil,Bengtsson,1875-00-00
Q5570145,TNQaWo324IAAAAAAAACoPw,WQknIBFpuuAAAAAAAAN7Kg,False,Emil,Bengtsson,1875-00-00
Q6022275,sj9PGLAlnmUAAAAAABgesw,sj9PGLAlnmUAAAAAABlUow,False,Wilhelm,Odelberg,1844-05-25
Q6022275,sj9PGLAlnmUAAAAAABgesw,sj9PGLAlnmUAAAAAABMATw,False,Wilhelm,Odelberg,1844-05-25
Q6022275,sj9PGLAlnmUAAAAAABgesw,sj9PGLAlnmUAAAAAABMAZA,False,Wilhelm,Odelberg,1844-05-25
Q6022275,sj9PGLAlnmUAAAAAABgesw,sj9PGLAlnmUAAAAAABMAZg,False,Wilhelm,Odelberg,1844-05-25
Q6022275,sj9PGLAlnmUAAAAAABgesw,sj9PGLAlnmUAAAAAABMAZQ,False,Wilhelm,Odelberg,1844-05-25
Q6022275,sj9PGLAlnmUAAAAAABgesw,vfWYdYT6EoAAAAAAAAAfAg,True,Wilhelm,Odelberg,1844-05-25
Q6022275,sj9PGLAlnmUAAAAAABgesw,vfWYdYT6EoAAAAAAAAAfAw,True,Wilhelm,Odelberg,1844-05-25
Q6022275,sj9PGLAlnmUAAAAAABgesw,vfWYdYT6EoAAAAAAAAAfBA,True,Wilhelm,Odelberg,1844-05-25
Q6022275,sj9PGLAlnmUAAAAAABgesw,vfWYdYT6EoAAAAAAAAAfBg,True,Wilhelm,Odelberg,1844-05-25
Q6022275,sj9PGLAlnmUAAAAAABgesw,vfWYdYT6EoAAAAAAAAAfBQ,True,Wilhelm,Odelberg,1844-05-25
Q6022275,sj9PGLAlnmUAAAAAABgesw,vfWYdYT6EoAAAAAAAAAfBw,False,Wilhelm,Odelberg,1844-05-25
Q6022275,sj9PGLAlnmUAAAAAABgesw,vfWYdYT6EoAAAAAAAAAfDg,False,Wilhelm,Odelberg,1844-05-25
Q5572406,TNQaWo324IAAAAAAAADCgQ,4e1scVvZ-EAAAAAAAAA6yQ,False,Jan,Berglund,1864-00-00
Q5572406,TNQaWo324IAAAAAAAADCgQ,TNQaWo324IAAAAAAAADCfg,False,Jan,Berglund,1864-00-00
Q5572406,sj9PGLAlnmUAAAAAABfEkA,TNQaWo324IAAAAAAAADCfg,False,Jan,Berglund,1864-04-11
Q5573244,sj9PGLAlnmUAAAAAABgaHg,TNQaWo324IAAAAAAAADR1w,False,Albert,Bergström,1869-12-12
Q5573244,TNQaWo324IAAAAAAAADNig,TNQaWo324IAAAAAAAADR1w,False,Albert,Bergström,1869-12-12
Q6241030,sj9PGLAlnmUAAAAAABgcTw,sj9PGLAlnmUAAAAAABMWaw,False,Theodor,Wijkander,1821-02-06
Q53701,Dysd0OxEWfAAAAAAAAArWw,Dysd0OxEWfAAAAAAAAAytg,False,Axel,Pehrsson-Bramstorp,1883-08-19
Q5630602,TR3yO_GV8eAAAAAAAABcLA,TR3yO_GV8eAAAAAAAAB2Vg,False,Janne,Ekman,1815-10-25
Q5630602,TR3yO_GV8eAAAAAAAABcLA,TR3yO_GV8eAAAAAAAABcKg,False,Janne,Ekman,1815-10-25
Q5630602,TR3yO_GV8eAAAAAAAABcLA,TR3yO_GV8eAAAAAAAABcLQ,True,Janne,Ekman,1815-10-25
Q5630602,TR3yO_GV8eAAAAAAAABcLA,TR3yO_GV8eAAAAAAAABeqA,False,Janne,Ekman,1815-10-25
Q5571164,TNQaWo324IAAAAAAAAC0jA,sj9PGLAlnmUAAAAAAB4uzA,False,Oscar,Berg,1839-10-30
Q5571164,TNQaWo324IAAAAAAAAC0jA,TNQaWo324IAAAAAAAAC0jg,True,Oscar,Berg,1839-10-30
Q5571164,TNQaWo324IAAAAAAAAC0jA,TNQaWo324IAAAAAAAAC0jQ,True,Oscar,Berg,1839-10-30
Q5571164,TNQaWo324IAAAAAAAAC0jA,TNQaWo324IAAAAAAAAC0jw,True,Oscar,Berg,1839-10-30
Q5571164,TNQaWo324IAAAAAAAAC0jA,WQknIBFpuuAAAAAAAAN9SQ,False,Oscar,Berg,1839-10-30
Q6181976,YB0QHyfj0hAAAAAAAACtLw,4e1scVvZ-EAAAAAAAAAQjg,True,Lars,Smith,1836-10-12
Q6181976,YB0QHyfj0hAAAAAAAACtLw,sj9PGLAlnmUAAAAAAB2WsA,True,Lars,Smith,1836-10-12
Q6181976,YB0QHyfj0hAAAAAAAACtLw,YB0QHyfj0hAAAAAAAADVmA,True,Lars,Smith,1836-10-12
Q6181976,sj9PGLAlnmUAAAAAABfQVg,4e1scVvZ-EAAAAAAAAAQjg,True,Lars,Smith,1836-10-12
Q6181976,sj9PGLAlnmUAAAAAABfQVg,sj9PGLAlnmUAAAAAAB2WsA,True,Lars,Smith,1836-10-12
Q6181976,sj9PGLAlnmUAAAAAABfQVg,YB0QHyfj0hAAAAAAAADVmA,True,Lars,Smith,1836-10-12
Q5912152,sj9PGLAlnmUAAAAAABgagg,sj9PGLAlnmUAAAAAABkKFg,False,Bror,Kjellgren,1865-12-14
Q5606101,sj9PGLAlnmUAAAAAABfN7Q,sj9PGLAlnmUAAAAAABlNoA,False,Johan,Cervin,1859-07-24
Q5606101,sj9PGLAlnmUAAAAAABfN7Q,sj9PGLAlnmUAAAAAABNU6w,True,Johan,Cervin,1859-07-24
Q4582704,j6S8rJvx9lAAAAAAAACphw,4e1scVvZ-EAAAAAAAAAUtQ,True,Adolf,Hedin,1834-04-23
Q4582704,j6S8rJvx9lAAAAAAAACphw,j6S8rJvx9lAAAAAAAAA2ag,True,Adolf,Hedin,1834-04-23
Q4582704,j6S8rJvx9lAAAAAAAACphw,j6S8rJvx9lAAAAAAAAA2aw,True,Adolf,Hedin,1834-04-23
Q4582704,j6S8rJvx9lAAAAAAAACphw,j6S8rJvx9lAAAAAAAAA2bg,True,Adolf,Hedin,1834-04-23
Q4582704,j6S8rJvx9lAAAAAAAACphw,j6S8rJvx9lAAAAAAAAA2bQ,True,Adolf,Hedin,1834-04-23
Q4582704,j6S8rJvx9lAAAAAAAACphw,j6S8rJvx9lAAAAAAAAA2bw,True,Adolf,Hedin,1834-04-23
Q4582704,j6S8rJvx9lAAAAAAAACphw,j6S8rJvx9lAAAAAAAACukQ,True,Adolf,Hedin,1834-04-23
Q4582704,j6S8rJvx9lAAAAAAAACphw,j6S8rJvx9lAAAAAAAADJHg,False,Adolf,Hedin,1834-04-23
Q4582704,j6S8rJvx9lAAAAAAAACphw,seuNpYu6DKAAAAAAAABicQ,False,Adolf,Hedin,1834-04-23
Q4582704,j6S8rJvx9lAAAAAAAACphw,seuNpYu6DKAAAAAAAABZLw,True,Adolf,Hedin,1834-04-23
Q4582704,j6S8rJvx9lAAAAAAAACphw,sj9PGLAlnmUAAAAAABe13w,True,Adolf,Hedin,1834-04-23
Q4582704,j6S8rJvx9lAAAAAAAACphw,sj9PGLAlnmUAAAAAABe2sA,True,Adolf,Hedin,1834-04-23
Q4582704,j6S8rJvx9lAAAAAAAACphw,sj9PGLAlnmUAAAAAABGc0w,True,Adolf,Hedin,1834-04-23
Q4582704,j6S8rJvx9lAAAAAAAACphw,sj9PGLAlnmUAAAAAABGdnQ,True,Adolf,Hedin,1834-04-23
Q4582704,j6S8rJvx9lAAAAAAAACphw,sj9PGLAlnmUAAAAAABlchg,True,Adolf,Hedin,1834-04-23
Q4582704,j6S8rJvx9lAAAAAAAACphw,sj9PGLAlnmUAAAAAABlchw,True,Adolf,Hedin,1834-04-23
Q4582704,j6S8rJvx9lAAAAAAAACphw,sj9PGLAlnmUAAAAAABNT1g,True,Adolf,Hedin,1834-04-23
Q4582704,j6S8rJvx9lAAAAAAAACphw,sj9PGLAlnmUAAAAAABUWaw,True,Adolf,Hedin,1834-04-23
Q4582704,j6S8rJvx9lAAAAAAAACphw,sj9PGLAlnmUAAAAAABVAdQ,False,Adolf,Hedin,1834-04-23
Q6168490,sj9PGLAlnmUAAAAAABfP5A,4e1scVvZ-EAAAAAAAAAXNw,False,Georg,af Schmidt,1813-10-31
Q6168490,sj9PGLAlnmUAAAAAABfP5A,sj9PGLAlnmUAAAAAABMKfg,False,Georg,af Schmidt,1813-10-31
Q6168490,sj9PGLAlnmUAAAAAABfP5A,YB0QHyfj0hAAAAAAAABjAQ,True,Georg,af Schmidt,1813-10-31
Q5223591,IQojCnw0WmAAAAAAAAADwA,IQojCnw0WmAAAAAAAAADwQ,True,Emil,Fick,1863-07-18
Q5795578,j6S8rJvx9lAAAAAAAAA1sw,j6S8rJvx9lAAAAAAAADJFQ,True,Olof,Hedengren,1812-01-14
Q5795578,sj9PGLAlnmUAAAAAABfsRw,j6S8rJvx9lAAAAAAAADJFQ,True,Olof,Hedengren,1812-01-14
Q6206830,sj9PGLAlnmUAAAAAABTgpw,lzSYNK3ifoMAAAAAAAbcmg,True,Vollrath,Tham,1837-10-27
Q6206830,sj9PGLAlnmUAAAAAABTgpw,NhqpvvI9tpAAAAAAAAAI_A,True,Vollrath,Tham,1837-10-27
Q6206830,sj9PGLAlnmUAAAAAABTgpw,NhqpvvI9tpAAAAAAAAAI_g,True,Vollrath,Tham,1837-10-27
Q6206830,sj9PGLAlnmUAAAAAABTgpw,NhqpvvI9tpAAAAAAAAAI_Q,True,Vollrath,Tham,1837-10-27
Q6206830,sj9PGLAlnmUAAAAAABTgpw,NhqpvvI9tpAAAAAAAAAI-w,True,Vollrath,Tham,1837-10-27
Q6206830,sj9PGLAlnmUAAAAAABTgpw,NhqpvvI9tpAAAAAAAAAu9w,True,Vollrath,Tham,1837-10-27
Q5968645,sj9PGLAlnmUAAAAAABfTfA,seuNpYu6DKAAAAAAAABIDA,True,Melcher,Lyckholm,1856-12-09
Q5960947,sj9PGLAlnmUAAAAAABga3w,rkIpfGqHXrAAAAAAAAB7pw,True,Martin,Ljungberg,1894-12-06
Q5568440,TNQaWo324IAAAAAAAACgtA,sj9PGLAlnmUAAAAAABGazQ,True,Karl,Beckman,1860-06-09
Q5568440,TNQaWo324IAAAAAAAACgtA,sj9PGLAlnmUAAAAAABKaMQ,True,Karl,Beckman,1860-06-09
Q5568440,TNQaWo324IAAAAAAAACgtA,TNQaWo324IAAAAAAAACgrw,True,Karl,Beckman,1860-06-09
Q5568440,TNQaWo324IAAAAAAAACgtA,TNQaWo324IAAAAAAAACgsA,True,Karl,Beckman,1860-06-09
Q5568440,TNQaWo324IAAAAAAAACgtA,TNQaWo324IAAAAAAAACgsg,True,Karl,Beckman,1860-06-09
Q5568440,TNQaWo324IAAAAAAAACgtA,TNQaWo324IAAAAAAAACgsw,True,Karl,Beckman,1860-06-09
Q5568440,TNQaWo324IAAAAAAAACgtA,TNQaWo324IAAAAAAAACgtQ,True,Karl,Beckman,1860-06-09
Q6045517,sj9PGLAlnmUAAAAAABgaqA,sj9PGLAlnmUAAAAAAA65_A,True,Otto,Petersson,1820-12-06
Q6046697,sj9PGLAlnmUAAAAAAA6-Gw,sj9PGLAlnmUAAAAAAA6-HA,True,Carl,Pettersson,1815-01-04
Q6046697,sj9PGLAlnmUAAAAAABgasA,sj9PGLAlnmUAAAAAAA6-HA,True,Carl,Pettersson,1815-01-04
Q6198065,YB0QHyfj0hAAAAAAAAA5Tw,WQknIBFpuuAAAAAAAAN9mg,True,Carl,Svensén,1823-10-26
Q10540434,sj9PGLAlnmUAAAAAABgegA,sj9PGLAlnmUAAAAAABNVnQ,True,Johan,Wallin,1873-08-31
Q6045435,sj9PGLAlnmUAAAAAABfQOA,sj9PGLAlnmUAAAAAABGcug,True,Johan,Petersson,1828-09-10
Q6045435,sj9PGLAlnmUAAAAAABfQOA,sj9PGLAlnmUAAAAAABldHQ,True,Johan,Petersson,1828-09-10
Q5885676,WQknIBFpuuAAAAAAAAN2lw,4e1scVvZ-EAAAAAAAAAdCQ,True,Carl,Johansson,1856-08-26
Q5885676,WQknIBFpuuAAAAAAAAN2lw,4e1scVvZ-EAAAAAAAAAUfw,True,Carl,Johansson,1856-08-26
Q5885676,WQknIBFpuuAAAAAAAAN2lw,Di4a42b6X_AAAAAAAAAP2Q,True,Carl,Johansson,1856-08-26
Q5885676,WQknIBFpuuAAAAAAAAN2lw,Di4a42b6X_AAAAAAAAAP2w,False,Carl,Johansson,1856-08-26
Q5885676,WQknIBFpuuAAAAAAAAN2lw,Di4a42b6X_AAAAAAAACbUg,True,Carl,Johansson,1856-08-26
Q5885676,WQknIBFpuuAAAAAAAAN2lw,Di4a42b6X_AAAAAAAACW4Q,True,Carl,Johansson,1856-08-26
Q5885676,WQknIBFpuuAAAAAAAAN2lw,sj9PGLAlnmUAAAAAABHg2g,True,Carl,Johansson,1856-08-26
Q5885676,WQknIBFpuuAAAAAAAAN2lw,sj9PGLAlnmUAAAAAAByYVQ,True,Carl,Johansson,1856-08-26
Q5885676,WQknIBFpuuAAAAAAAAN2lw,sj9PGLAlnmUAAAAAACZbRQ,True,Carl,Johansson,1856-08-26
Q330757,sj9PGLAlnmUAAAAAACYpZw,sj9PGLAlnmUAAAAAABe2ig,True,Gottfrid,Billing,1841-04-29
Q5590158,sj9PGLAlnmUAAAAAABgaFQ,sj9PGLAlnmUAAAAAABGbAA,True,Carl,af Burén,1861-02-14
Q5925133,sj9PGLAlnmUAAAAAABgcew,4e1scVvZ-EAAAAAAAABKfQ,True,Eric,Krönmark,1931-06-02
Q5709446,TR3yO_GV8eAAAAAAAABJSw,TR3yO_GV8eAAAAAAAAB2LA,True,Erik,Elliot,1844-08-09
Q5709446,TR3yO_GV8eAAAAAAAABJSw,TR3yO_GV8eAAAAAAAABJNg,False,Erik,Elliot,1844-08-09
Q5709446,TR3yO_GV8eAAAAAAAABJSw,TR3yO_GV8eAAAAAAAABJTA,True,Erik,Elliot,1844-08-09
Q5709446,TR3yO_GV8eAAAAAAAABJSw,TR3yO_GV8eAAAAAAAABvIg,False,Erik,Elliot,1844-08-09
Q5554399,sj9PGLAlnmUAAAAAAA4-CA,sj9PGLAlnmUAAAAAAA5LqQ,False,Elof,Andersson,1873-00-00
Q5541257,sj9PGLAlnmUAAAAAAA4WQA,28K7pO-SRrAAAAAAAACNjw,True,Gustaf,Abelin,1819-05-17
Q5541257,sj9PGLAlnmUAAAAAAA4WQA,28K7pO-SRrAAAAAAAACZWw,True,Gustaf,Abelin,1819-05-17
Q5541257,sj9PGLAlnmUAAAAAAA4WQA,4e1scVvZ-EAAAAAAAAA8GA,True,Gustaf,Abelin,1819-05-17
Q5541257,sj9PGLAlnmUAAAAAAA4WQA,sj9PGLAlnmUAAAAAAA2_fA,False,Gustaf,Abelin,1819-05-17
Q5541257,sj9PGLAlnmUAAAAAAA4WQA,sj9PGLAlnmUAAAAAAA21ew,True,Gustaf,Abelin,1819-05-17
Q5541257,sj9PGLAlnmUAAAAAAA4WQA,sj9PGLAlnmUAAAAAAA2z6A,False,Gustaf,Abelin,1819-05-17
Q5541257,sj9PGLAlnmUAAAAAAA4WQA,sj9PGLAlnmUAAAAAAA2z6Q,False,Gustaf,Abelin,1819-05-17
Q5541257,sj9PGLAlnmUAAAAAAA4WQA,sj9PGLAlnmUAAAAAAA4H-Q,True,Gustaf,Abelin,1819-05-17
Q5541257,sj9PGLAlnmUAAAAAAA4WQA,sj9PGLAlnmUAAAAAAB2N9g,True,Gustaf,Abelin,1819-05-17
Q5541257,sj9PGLAlnmUAAAAAAA4WQA,sj9PGLAlnmUAAAAAABKexA,True,Gustaf,Abelin,1819-05-17
Q5541257,sj9PGLAlnmUAAAAAAA4WQA,sj9PGLAlnmUAAAAAABKexg,True,Gustaf,Abelin,1819-05-17
Q5541257,sj9PGLAlnmUAAAAAAA4WQA,sj9PGLAlnmUAAAAAABKexQ,True,Gustaf,Abelin,1819-05-17
Q5541257,sj9PGLAlnmUAAAAAAA4WQA,sj9PGLAlnmUAAAAAABKexw,True,Gustaf,Abelin,1819-05-17
Q5541257,sj9PGLAlnmUAAAAAAA4WQA,sj9PGLAlnmUAAAAAABKeyA,True,Gustaf,Abelin,1819-05-17
Q5541257,sj9PGLAlnmUAAAAAAA4WQA,sj9PGLAlnmUAAAAAABKeyQ,True,Gustaf,Abelin,1819-05-17
Q6243024,sj9PGLAlnmUAAAAAABfmqQ,sj9PGLAlnmUAAAAAABMXoQ,False,Archibald,Williamson,1838-02-25
Q6215894,sj9PGLAlnmUAAAAAABfpZA,NhqpvvI9tpAAAAAAAAAjtA,True,Per,Truedsson,1832-10-11
Q6215894,sj9PGLAlnmUAAAAAABfpZA,NhqpvvI9tpAAAAAAAAAjtQ,True,Per,Truedsson,1832-10-11
Q5552169,sj9PGLAlnmUAAAAAABfR4A,sj9PGLAlnmUAAAAAAA444g,True,Adolf,Alexandersson,1875-07-31
Q5552169,sj9PGLAlnmUAAAAAABfR4A,sj9PGLAlnmUAAAAAAA4mUg,True,Adolf,Alexandersson,1875-07-31
Q5552169,sj9PGLAlnmUAAAAAABfR4A,sj9PGLAlnmUAAAAAAA4pwA,True,Adolf,Alexandersson,1875-07-31
Q6218962,sj9PGLAlnmUAAAAAAB2RCA,9fCwuOWMwGAAAAAAAAACkg,True,Anders,Uhr,1806-02-19
Q5554283,sj9PGLAlnmUAAAAAABgOvg,sj9PGLAlnmUAAAAAAA5BOg,False,Carl-August,Andersson,1841-09-09
Q5554283,sj9PGLAlnmUAAAAAABgOvg,sj9PGLAlnmUAAAAAAA5KSw,False,Carl-August,Andersson,1841-09-09
Q5554283,sj9PGLAlnmUAAAAAABgOvg,sj9PGLAlnmUAAAAAABGeVQ,False,Carl-August,Andersson,1841-09-09
Q5542875,seuNpYu6DKAAAAAAAABhSw,sj9PGLAlnmUAAAAAABGF0w,False,Axel,Adlersparre,1812-10-23
